Id;movie_title;title_year;color;duration;genres;movie_facebook_likes;director_name;director_facebook_likes;num_critic_for_reviews;num_user_for_reviews;actor_1_name;actor_2_name;actor_3_name;actor_1_facebook_likes;actor_2_facebook_likes;actor_3_facebook_likes;gross;num_voted_users;cast_total_facebook_likes;plot_keywords;language;country;content_rating;budget;aspect_ratio;imdb_score;tomato_score;tomato_audience_score;label
120;Zodiac;2007;Color;162;Crime|Drama|History|Mystery|Thriller;12000;David Fincher;21000;377;589;Robert Downey Jr.;Jake Gyllenhaal;Anthony Edwards;21000;15000;495;33048353;301279;36928;cartoonist|reporter|serial killer|zodiac|zodiac killer;English;USA;R;65000000;2.35;7,7;39%;16%;0
121;The Taking of Pelham 1 2 3;2009;Color;106;Action|Crime|Thriller;0;Tony Scott;12000;267;285;Denzel Washington;Ramon Rodriguez;Michael Rispoli;18000;464;385;65452312;149998;19906;hijack|hostage|ransom|subway|train;English;USA;R;100000000;2.35;6,4;81%;78%;0
122;Empire of the Sun;1987;Color;153;Drama|History|War;;;;;;;;;;;;22238696;;;;English;;;35000000;;7,3;90%;98%;0
123;Pride and Prejudice and Zombies;2016;Color;108;Action|Horror|Romance;73000;Burr Steers;23;225;134;Matt Smith;Bella Heathcote;Sam Riley;2000;860;845;10907291;23775;4710;based on novel|damsel in distress|deception|england|zombie;English;USA;PG-13;28000000;2.35;5,8;15%;9%;0
124;The Betrayed;2008;Color;98;Crime|Drama|Mystery|Thriller;127;Amanda Gusack;0;15;11;Alice Krige;Christian Campbell;Blaine Anderson;368;168;31;;1634;668;blood splatter|ski mask|stolen money|vomiting|warehouse;English;USA;;3500000;1.85;6,1;6%;77%;0
125;Standing Ovation;2010;Color;105;Musical;277;Stewart Raffill;12;9;6;Kayla Jackson;Alexis Biesiada;Kayla Raparelli;25;11;10;531806;548;72;dance|dream|frog|philadelphia pennsylvania|snake;English;USA;PG;;;3,4;51%;13%;0
126;Not Fade Away;2012;Color;112;Drama;;;;;;;;;;;;610792;;;;English;;;20000000;;5,4;71%;9%;0
127;High Hopes;1988;Color;112;Comedy|Drama;;;;;;;;;;;;1192322;;;;English;;;0;;7,5;30%;13%;1
128;1492: Conquest of Paradise;1992;Color;154;Action|Adventure|Drama;;;;;;;;;;;;7191399;;;;English;;;47000000;;6,1;20%;85%;0
129;S. Darko;2009;Color;103;Thriller|Crime|Science Fiction;;;;;;;;;;;;4100000;;;;English;;;4000000;;3,6;33%;12%;0
130;Dark Angel            ;;Color;60;Action|Drama|Mystery|Sci-Fi;0;;;11;160;Jensen Ackles;Ashley Scott;John Savage;10000;794;652;;25329;12051;cat burglar|female lead|future|mixed martial arts|post apocalypse;English;USA;TV-14;;1.33;7,4;57%;38%;0
131;August: Osage County;2013;Color;121;Drama;30000;John Wells;53;322;285;Benedict Cumberbatch;Meryl Streep;Julia Roberts;19000;11000;8000;37738400;67797;39690;based on play|incestuous relationship|pedophilia|secret|teenage daughter;English;USA;R;25000000;2.35;7,3;37%;77%;1
132;Bowfinger;1999;Color;85;Comedy;0;Frank Oz;0;140;358;Robert Downey Jr.;Adam Alexi-Malle;Jamie Kennedy;21000;860;490;66365290;56874;22458;film within a film|filmmaking|guerrilla filmmaking|making of a movie|scientology parody;English;USA;PG-13;55000000;1.37;6,4;61%;72%;0
133;Rosemary's Baby;1968;Color;136;Drama|Horror;13000;Roman Polanski;2000;215;447;John Cassavetes;Mia Farrow;Charles Grodin;917;563;449;;140527;2997;devil worship|incubus|paranoia|raped by a demon|satanism;English;USA;R;2300000;1.85;8;89%;15%;0
134;Across the Universe;2007;Color;133;Drama|Fantasy|Musical|Romance;14000;Julie Taymor;278;156;524;Jim Sturgess;T.V. Carpio;Robert Clohessy;5000;117;107;24343673;91863;5405;anti war|liverpool|love|protest|song;English;USA;PG-13;45000000;2.35;7,4;87%;84%;0
135;Invisible Agent;1942;Color;81;Adventure|Comedy|Romance;;;;;;;;;;;;1040000;;;;English;;;322000;;5,7;64%;52%;0
136;Murder by Numbers;2002;Color;115;Crime|Mystery|Thriller;0;Barbet Schroeder;58;136;302;Ryan Gosling;Chris Penn;Agnes Bruckner;33000;455;401;31874869;43574;34606;disposing of a dead body|high school student|murder|sociopath|teenage boy;English;USA;R;50000000;1.85;6,1;68%;81%;0
137;Mrs. Soffel;1984;Color;112;Drama|Romance;;;;;;;;;;;;4385312;;;;English;;;0;;6,3;94%;75%;0
138;Race to Witch Mountain;2009;Color;98;Action|Adventure|Family|Fantasy|Sci-Fi|Thriller;0;Andy Fickman;99;166;110;Dwayne Johnson;Billy Brown;Tom Everett Scott;12000;536;433;67128202;43328;14007;alien|military|mountain|spacecraft|ufo;English;USA;PG;65000000;2.35;5,7;18%;33%;0
139;I'll Sleep When I'm Dead;2003;Color;97;Drama|Action|Thriller;;;;;;;;;;;;490964;;;;English;;;0;;5,3;11%;73%;0
140;To Die For;1995;Color;106;Comedy|Crime|Drama;1000;Gus Van Sant;835;59;162;Kurtwood Smith;Wayne Knight;Holland Taylor;1000;967;458;21200000;34774;3598;career|fame|murder|new hampshire|television;English;USA;R;20000000;1.85;6,8;93%;100%;0
141;Pet Sematary;1989;Color;103;Fantasy|Horror;0;Mary Lambert;52;98;248;Miko Hughes;Fred Gwynne;Denise Crosby;969;886;426;57469179;63855;2987;cat|cemetery|maine|secret|woods;English;USA;R;11500000;1.85;6,6;17%;21%;1
142;I Want Someone to Eat Cheese With;2006;Color;80;Comedy|Romance;0;Jeff Garlin;522;32;28;Jessy Schram;Jeff Garlin;Joey Slotnick;813;522;423;194568;2963;2179;cheese|city|ice cream|school|second city;English;USA;R;1500000;1.85;6,2;14%;1%;0
143;Who's Your Caddy?;2007;Color;93;Comedy|Sport;446;Don Michael Paul;70;25;46;Jeffrey Jones;Faizon Love;Lil' Wayne;692;585;442;5694308;13815;3128;2000s|golf caddy|golf course|golfer|question mark in title;English;USA;PG-13;7000000;1.85;2;45%;63%;0
144;Star Wars: Episode V - The Empire Strikes Back;1980;Color;127;Action|Adventure|Fantasy|Sci-Fi;17000;Irvin Kershner;883;223;900;Harrison Ford;Kenny Baker;Anthony Daniels;11000;504;441;290158751;837759;12643;duel|famous twist|rebel|rescue|snowy landscape;English;USA;PG;18000000;2.35;8,8;85%;90%;1
145;The Black Dahlia;2006;Color;121;Crime|Drama|Mystery|Thriller;0;Brian De Palma;0;240;644;Scarlett Johansson;Mia Kirshner;Mike Starr;19000;972;854;22518325;63363;22833;black dahlia|boxer|corpse|death|partner;English;Germany;R;50000000;2.35;5,6;47%;37%;0
146;Permanent Record;1988;Color;91;Drama;;;;;;;;;;;;1893139;;;;English;;;8000000;;5,7;59%;10%;0
147;Mobsters;1991;Color;104;Drama|Action|Thriller;;;;;;;;;;;;20246790;;;;English;;;23000000;;5,7;43%;43%;0
148;Fire with Fire;2012;Color;97;Action|Crime|Drama;;;;;;;;;;;;4636169;;;;English;;;20000000;;5,6;16%;78%;0
149;This Is 40;2012;Color;134;Comedy;18000;Judd Apatow;0;285;248;Charlyne Yi;Maude Apatow;Mackenzie Aladjem;529;130;120;67523385;104005;1050;40th birthday|aging|birthday|sex|viagra;English;USA;R;35000000;2.35;6,2;22%;73%;0
150;King Kong;2005;Color;201;Action|Adventure|Drama|Romance;0;Peter Jackson;0;446;2618;Naomi Watts;Thomas Kretschmann;Evan Parke;6000;918;84;218051260;316027;7122;animal name in title|ape abducts a woman|gorilla|island|king kong;English;New Zealand;PG-13;207000000;2.35;7,2;18%;77%;0
151;The Conversation;1974;Color;113;Drama|Mystery|Thriller;6000;Francis Ford Coppola;0;149;313;Harrison Ford;Teri Garr;Cindy Williams;11000;481;324;;74651;12157;corruption|neo noir|recording|saxophone|surveillance;English;USA;PG;1600000;1.37;7,9;35%;75%;0
152;The Lookout;2007;Color;99;Crime|Drama|Thriller;;;;;;;;;;;;5367030;;;;English;;;16000000;;6,6;90%;57%;0
153;Delgo;2008;Color;94;Adventure|Animation|Comedy|Fantasy|Romance;211;Marc F. Adler;0;41;26;Eric Idle;Anne Bancroft;Kelly Ripa;795;754;379;511920;2458;2449;box office flop|computer animation|one word title|surrealism|villainess;English;USA;PG;40000000;1.85;4,4;97%;45%;0
154;In & Out;1997;Color;90;Comedy;0;Frank Oz;0;83;138;Tom Selleck;Wilford Brimley;Lauren Ambrose;19000;957;945;63826569;32416;23504;academy award|gay|high school|reporter|teacher;English;USA;PG-13;35000000;1.85;6,3;2%;65%;0
155;Happy Feet;2006;Color;108;Animation|Comedy|Family|Music|Romance;0;George Miller;750;206;548;Robin Williams;Hugh Jackman;Elizabeth Daily;49000;20000;971;197992827;132501;70996;dance|emperor penguin|friend|penguin|song;English;USA;PG;100000000;2.35;6,5;60%;55%;1
156;The Magnificent Seven;1960;Color;128;Western;;;;;;;;;;;;4905000;;;;English;;;2000000;;7,4;70%;65%;0
157;San Francisco;1936;Color;115;Music|Drama|Romance;;;;;;;;;;;;5273000;;;;English;;;1300000;;7;47%;41%;0
158;Inside Job;2010;Color;105;Crime|Documentary;63000;Charles Ferguson;117;171;129;Matt Damon;George W. Bush;Barney Frank;13000;125;18;4311834;55382;13145;florida|iceland|interview|new york city new york|recession;English;USA;PG-13;;2.35;8,3;84%;65%;1
159;In the Land of Women;2007;Color;97;Comedy|Drama|Romance;1000;Jon Kasdan;21;81;74;Kristen Stewart;Elena Anaya;Dustin Milligan;17000;1000;499;11043445;27689;20312;actress|love|michigan|neighbor|writer;English;USA;PG-13;10000000;2.35;6,5;9%;31%;0
160;Smiling Fish & Goat on Fire;1999;Color;90;Comedy|Romance;0;Kevin Jordan;4;21;26;Derick Martini;Christa Miller;Ion Overman;20000;467;113;277233;2631;20814;accountant|actor|animal in title|mail carrier|single parent;English;USA;R;40000;1.85;7,6;39%;47%;1
161;My Last Day Without You;2011;Color;90;Comedy|Drama|Romance;370;Stefan C. Schaefer;0;21;12;Nicole Beharie;Marlene Forte;Reg E. Cathey;898;395;360;;982;2116;business trip|german|love|new york|singer songwriter;English;USA;;1000000;1.66;5,7;34%;46%;0
162;My Soul to Take;2010;Color;107;Horror|Mystery|Thriller;0;Wes Craven;0;160;136;Frank Grillo;Emily Meade;Zena Grey;798;374;255;14637490;16411;2537;evil|killer|murder|psychopath|serial killer;English;USA;R;25000000;2.35;4,8;84%;54%;0
163;Witness for the Prosecution;1957;Color;116;Drama|Mystery|Crime;;;;;;;;;;;;9000000;;;;English;;;3000000;;8,1;46%;54%;0
164;Paranormal Activity: The Marked Ones;2014;Color;101;Fantasy|Horror|Thriller;10000;Christopher Landon;52;220;155;Richard Cabral;Gloria Sandoval;Molly Ephraim;510;358;332;32453345;31791;2161;apartment|blood|demonic possession|neighbor|pentagram;English;USA;R;5000000;1.78;5;24%;34%;0
165;Kickboxer: Vengeance;2016;;90;Action;0;John Stockwell;134;2;1;Matthew Ziff;T.J. Storm;Sam Medina;260000;454;354;;246;261818;;;USA;;17000000;;9,1;92%;14%;0
166;How the Grinch Stole Christmas;2000;Color;110;Comedy|Family|Fantasy;0;Ron Howard;2000;175;482;Clint Howard;T.J. Thyne;Molly Shannon;1000;722;636;260031035;141414;4146;box office hit|christmas|materialism|public humiliation|snowflake;English;USA;PG;123000000;1.85;6;30%;51%;0
167;Domestic Disturbance;2001;Color;89;Crime|Mystery|Thriller;361;Harold Becker;17;98;190;Steve Buscemi;Teri Polo;Matt O'Leary;12000;708;303;45207112;21283;13390;amateur detective|boat builder|boy|stepfather|witness;English;USA;PG-13;53000000;2.35;5,5;82%;4%;0
168;Detroit Rock City;1999;Color;95;Comedy|Music;0;Adam Rifkin;89;42;194;Natasha Lyonne;Lin Shaye;Shannon Tweed;1000;852;322;4193025;30682;2518;band|concert|high school|kiss|teenager;English;USA;R;15000000;2.35;6,8;92%;81%;0
169;The Big Swap;1998;Color;114;Drama;29;Niall Johnson;7;4;7;Kevin Howarth;Mark Caven;Thierry Harcourt;19;16;2;;270;37;breasts|female frontal nudity|jealousy|male full frontal nudity|male nudity;English;UK;;;1.33;5,6;96%;24%;0
170;Last Man Standing            ;;Color;30;Comedy;0;;;4;87;Hector Elizondo;Kaitlyn Dever;Nancy Travis;995;363;359;;15114;2465;family relationships|husband wife relationship|live studio audience|sitcom|three word title;English;USA;TV-PG;;16.0;7,4;29%;12%;0
171;The Son of No One;2011;Color;90;Crime|Drama|Thriller;0;Dito Montiel;68;62;41;Channing Tatum;Al Pacino;Tracy Morgan;17000;14000;642;28870;14280;32814;housing project|letter|man with glasses|murder|subjective camera;English;USA;R;15000000;2.35;5,1;22%;16%;0
172;The Pick-up Artist;1987;Color;81;Romance|Comedy|Crime;;;;;;;;;;;;13290368;;;;English;;;15000000;;5,4;61%;81%;0
173;A Fine Mess;1986;Color;90;Comedy;;;;;;;;;;;;6029824;;;;English;;;0;;3,4;61%;14%;0
174;Adventureland;2009;Color;107;Comedy|Drama|Romance;0;Greg Mottola;99;248;220;Kristen Stewart;Martin Starr;Wendie Malick;17000;985;452;16025394;131180;18983;amusement park|strong female character|summer job|teen movie|teenager;English;USA;R;;1.85;6,8;37%;64%;1
175;Murder at 1600;1997;Color;107;Action|Drama|Mystery;;;;;;;;;;;;25804707;;;;English;;;0;;5,8;87%;54%;0
176;Frozen;2013;Color;102;Adventure|Animation|Comedy|Family|Fantasy|Musical;58000;Chris Buck;69;406;904;Josh Gad;Maurice LaMarche;Livvy Stubenrauch;1000;523;490;400736600;421658;2582;magic|sister love|sister sister relationship|snow|snowman;English;USA;PG;150000000;2.24;7,6;23%;83%;1
177;Star Trek II: The Wrath of Khan;1982;Color;116;Action|Adventure|Sci-Fi;0;Nicholas Meyer;120;148;359;Leonard Nimoy;Kirstie Alley;Nichelle Nichols;12000;980;664;78900000;91414;16539;jamming communications|planet|space station|taunt|trap;English;USA;PG;11000000;2.35;7,7;77%;77%;1
178;Redacted;2007;Color;90;Crime|Thriller|War;559;Brian De Palma;0;133;108;Mike Figueroa;Daniel Stewart Sherman;Kel O'Neill;343;29;15;65087;8824;408;blood splatter|iraq|murder|rape|soldier;English;USA;R;5000000;1.85;6,2;55%;21%;0
179;The Bucket List;2007;Color;97;Adventure|Comedy|Drama;22000;Rob Reiner;0;207;310;Morgan Freeman;Noel Gugliemi;Sean Hayes;11000;2000;760;93452056;184795;14868;billionaire|friend|hospital|list|mechanic;English;USA;PG-13;45000000;1.85;7,4;13%;40%;1
180;Wild Things;1998;Color;115;Crime|Drama|Mystery|Thriller;0;John McNaughton;39;69;389;Bill Murray;Robert Wagner;Jeff Perry;13000;481;254;29753944;90677;14275;erotic thriller|forbidden sex|lesbian sex|sex with a student|taboo sex;English;USA;R;20000000;2.35;6,5;32%;25%;1
181;Mrs. Doubtfire;1993;Color;125;Comedy|Drama|Family|Romance;0;Chris Columbus;0;57;223;Robin Williams;Mara Wilson;Matthew Lawrence;49000;1000;711;219200000;181380;52201;actor|based on novel|fancy restaurant|male actor playing a female character|party;English;USA;PG-13;25000000;2.35;6,9;70%;73%;1
182;The Words;2012;Color;102;Drama|Mystery|Romance|Thriller;21000;Brian Klugman;49;216;130;J.K. Simmons;Bradley Cooper;Olivia Wilde;24000;14000;10000;11434867;59637;51355;american in paris|book|love|novel|writer;English;USA;PG-13;6000000;1.85;7,1;44%;70%;1
183;Reds;1981;Color;195;Biography|Drama|History|Romance;0;Warren Beatty;631;57;127;Paul Sorvino;Warren Beatty;M. Emmet Walsh;635;631;521;;16255;2291;cold war|cold war era|interview|russia|written and directed by cast member;English;USA;PG;35000000;1.85;7,5;65%;12%;0
184;The Puppet Masters;1994;Color;109;Horror|Science Fiction|Thriller;;;;;;;;;;;;8638072;;;;English;;;0;;5,6;30%;41%;0
185;I Am Wrath;2016;Color;92;Action|Crime|Drama|Thriller;0;Chuck Russell;55;23;50;Sam Trammell;Rebecca De Mornay;Amanda Schull;1000;872;757;;4510;3212;conspiracy|female scientist|mugging|police detective|tattoo;English;USA;R;18000000;;5,2;68%;7%;0
186;Mrs. Winterbourne;1996;Color;105;Comedy|Drama|Romance;491;Richard Benjamin;121;20;50;Brendan Fraser;Jane Krakowski;Cathryn de Prume;3000;624;354;10070000;5668;5023;love|train|train wreck|twin brother|two word title;English;USA;PG-13;25000000;1.85;6,2;32%;20%;0
187;You Will Meet a Tall Dark Stranger;2010;Color;98;Comedy|Drama|Romance;0;Woody Allen;11000;223;108;Anthony Hopkins;Naomi Watts;Ewen Bremner;12000;6000;557;3247816;36145;19310;call girl|charlatan|fortune teller|manuscript|writer;English;USA;R;22000000;1.85;6,3;46%;20%;0
188;Birth;2004;Color;100;Drama|Mystery|Romance|Thriller;0;Jonathan Glazer;143;167;361;Cameron Bright;Anne Heche;Danny Huston;829;681;430;5005883;29649;2295;birthday|boy|dead husband|death|widow;English;USA;R;20000000;1.85;6,1;58%;44%;0
189;Sholem Aleichem: Laughing in the Darkness;2011;Color;93;Documentary;287;Joseph Dorman;0;29;5;Rachel Dratch;Peter Riegert;Jason Kravits;399;169;59;906666;154;660;jewish identity;English;USA;Unrated;500000;16.0;6,8;1%;85%;1
190;The Man Who Knew Too Little;1997;Color;94;Action|Comedy|Crime|Thriller;0;Jon Amiel;36;34;100;Bill Murray;Peter Gallagher;Joanne Whalley;13000;828;507;13801755;23928;15183;assassin|bomb|dominatrix|mistaken identity|spy;English;USA;PG;20000000;1.85;6,6;48%;58%;0
191;The Last House on the Left;2009;Color;114;Crime|Horror|Thriller;0;Dennis Iliadis;29;241;279;Tony Goldwyn;Monica Potter;Martha MacIsaac;956;878;616;32721635;67824;3861;kidnapping|lake|microwave oven|psychopath|woods;English;USA;R;15000000;1.85;6,6;71%;59%;1
192;The Pom Pom Girls;1976;Color;89;Comedy;;;;;;;;;;;;17883410;;;;English;;;0;;5,2;77%;40%;0
193;Rize;2005;Color;86;Documentary|Music;903;David LaChapelle;30;49;46;Kevin Scott Richardson;Christopher Toler;Tommy the Clown;262;23;14;3278611;2877;321;clown|clowning|dance|gang|south central los angeles;English;USA;PG-13;;1.33;7,1;84%;49%;0
194;Shark Night 3D;2011;Color;90;Horror|Thriller;0;David R. Ellis;160;231;130;Chris Zylka;Joel David Moore;Katharine McPhee;963;936;852;18860403;20823;4952;lake|louisiana|redneck|shark|vacation;English;USA;PG-13;25000000;1.85;4;38%;8%;0
195;In the Heat of the Night;1967;Color;109;Crime|Drama|Mystery;;;;;;;;;;;;27379978;;;;English;;;2000000;;7,5;64%;63%;0
196;Dr. Dolittle 2;2001;Color;87;Comedy|Family|Fantasy;266;Steve Carr;41;91;79;Raven-SymonǸ;Jeffrey Jones;Kevin Pollak;1000;692;574;112950721;33884;3287;bear|doctor|false accusation|man with glasses|second part;English;USA;PG;72000000;2.35;4,6;91%;12%;0
197;Open Water;2003;Color;79;Adventure|Biography|Drama|Horror|Thriller;0;Chris Kentis;9;235;916;Blanchard Ryan;Saul Stein;Daniel Travis;48;10;7;30500882;42256;67;bare chested male|female full frontal nudity|hairy chest|male full frontal nudity|nude with glasses;English;USA;R;500000;1.85;5,7;5%;26%;0
198;Colossal;2017;Color;110;Action|Comedy|Drama;;;;;;;;;;;;3021345;;;;English;;;0;;6,2;26%;71%;0
199;Cave of Forgotten Dreams;2010;Color;90;Documentary|Family;;;;;;;;;;;;6467348;;;;English;;;0;;7,1;46%;15%;1
200;In the Shadow of the Moon;2007; Black and White;100;Documentary|History;0;David Sington;90;107;44;John F. Kennedy;Buzz Aldrin;Neil Armstrong;168;142;65;1134049;5475;408;1960s|astronaut|moon|nasa|spacecraft accident;English;UK;PG;2000000;1.85;8,1;51%;55%;0
201;Zombieland;2009;Color;88;Adventure|Comedy|Horror|Sci-Fi;26000;Ruben Fleischer;181;445;553;Emma Stone;Bill Murray;Derek Graf;15000;13000;11;75590286;386217;28011;amusement park|on the road|zombie|zombie apocalypse|zombie spoof;English;USA;R;23600000;2.35;7,7;52%;45%;0
202;42nd Street;1933; Black and White;89;Comedy|Musical|Romance;439;Lloyd Bacon;24;65;97;Ginger Rogers;Dick Powell;George Brent;610;105;45;2300000;7921;995;chorus girl|chorus line|director|gala premiere|song;English;USA;Unrated;439000;1.37;7,7;68%;30%;0
203;Made in Dagenham;2010;Color;113;Biography|Comedy|Drama|History;0;Nigel Cole;13;163;73;Bob Hoskins;Robbie Kay;Sally Hawkins;5000;629;594;1094798;11158;7692;equal pay|machinist|minister|protest|sex;English;UK;R;7200000;2.35;7,2;87%;18%;0
204;Table 19;2017;Color;87;Comedy|Drama;;;;;;;;;;;;3305592;;;;English;;;5000000;;6,2;53%;3%;0
205;Cirque du Freak: The Vampire's Assistant;2009;Color;109;Action|Adventure|Fantasy|Thriller;0;Paul Weitz;80;157;157;Josh Hutcherson;Salma Hayek;Patrick Fugit;14000;4000;835;13838130;35990;20503;antidote|based on young adult novel|flyer|spider|vampire;English;USA;PG-13;40000000;2.35;5,9;41%;63%;0
206;Anna and the King;1999;Color;148;Drama|History|Romance;0;Andy Tennant;72;91;217;Bai Ling;Geoffrey Palmer;Randall Duk Kim;582;103;99;39251128;31080;804;1860s|children|king|schoolteacher|siam;English;USA;PG-13;75000000;2.35;6,7;44%;60%;0
207;The Duchess;2008;Color;110;Biography|Drama|History|Romance;0;Saul Dibb;10;194;140;Dominic Cooper;Hayley Atwell;Charlotte Rampling;3000;2000;844;13823741;61777;6420;duchess|duke|heir|infidelity|marriage;English;UK;PG-13;13500000;2.35;6,9;27%;65%;0
208;Thirteen Days;2000;Color;145;Drama|History|Thriller;0;Roger Donaldson;79;162;315;Bruce Greenwood;Jon Foster;Bruce Thomas;981;274;183;34566746;45231;1825;blockade|crisis|cuba|missile|president;English;USA;PG-13;80000000;1.85;7,3;72%;58%;0
209;You Can't Take It with You;1938; Black and White;126;Comedy|Drama|Romance;0;Frank Capra;964;51;133;Jean Arthur;Ann Miller;Lionel Barrymore;319;302;275;;17799;1363;eccentric|friend|house|monopoly|stenographer;English;USA;Approved;1644736;1.37;8;39%;94%;0
210;Meet Joe Black;1998;Color;178;Drama|Fantasy|Romance;10000;Martin Brest;102;98;703;Anthony Hopkins;Brad Pitt;Jake Weber;12000;11000;551;44606335;169023;23950;birthday|death|death personified|fear of death|wealth;English;USA;PG-13;90000000;1.85;7,1;90%;39%;0
211;AmǸlie;2001; Black and White;122;Comedy|Romance;39000;Jean-Pierre Jeunet;0;242;1314;Mathieu Kassovitz;Jamel Debbouze;Isabelle Nanty;326;326;54;33201661;534262;809;cheerfulness|female protagonist|garden gnome|magical realism|waitress;French;France;R;77000000;2.35;8,4;25%;59%;0
212;The Odd Couple;1968;Color;106;Comedy;;;;;;;;;;;;44527234;;;;English;;;0;;7,5;29%;65%;0
213;City Slickers;1991;Color;112;Action|Adventure|Comedy;;;;;;;;;;;;179033791;;;;English;;;27000000;;6,2;71%;84%;0
214;Barbershop 2: Back in Business;2004; Black and White;106;Comedy|Drama;265;Kevin Rodney Sullivan;8;50;69;Harry Lennix;Sean Patrick Thomas;Kenan Thompson;748;656;521;64955956;10104;3956;barbecue|barbershop|blaxploitation|marriage|politics;English;USA;PG-13;18000000;1.85;5,7;10%;67%;0
215;Exorcist II: The Heretic;1977;Color;118;Horror;889;John Boorman;128;82;252;Linda Blair;Richard Burton;Ned Beatty;931;726;467;;16294;2704;demon|exorcism|locust|priest|repressed memory;English;USA;R;14000000;1.85;3,7;13%;29%;0
216;Bowling for Columbine;2002; Black and White;120;Crime|Documentary|Drama;4000;Michael Moore;909;215;888;Michael Moore;Dick Clark;Bill Clinton;909;504;184;21244913;123090;1779;bank|columbine|columbine high school killings|firearm|school shooting;English;Germany;R;4000000;1.85;8;94%;53%;1
